Marker_1,Marker_2,Marker_3,Marker_4,Marker_5,Marker_6,Marker_7,Marker_8,Marker_9,Marker_10,Disease_Likelihood
0.230400314,0.426691412,0.610489735,0.545628925,0.974723237,0.680370254,0.739946242,0.966955948,0.414438025,0.355379815,0.434302471
0.04386243,0.184204307,0.237189632,0.183504467,0.754783893,0.535882981,0.667633801,0.820462161,0.230773941,0.32592394,0.661148766
0.708360267,0.392758946,0.02927094,0.434955219,0.908273086,0.409021512,0.332248916,0.989525083,0.644415564,0.365998026,0.12708614
0.102019531,0.787849445,0.708074933,0.921915799,0.21727563,0.11492435,0.724072526,0.203395842,0.176103838,0.319807335,0.432279581
0.816825141,0.539536605,0.045850355,0.463894675,0.683979611,0.538368438,0.572450218,0.224777328,0.847739332,0.561398718,0.416624215
0.713246013,0.981864217,0.428198658,0.881066613,0.007281014,0.033407293,0.590279922,0.311449396,0.248276567,0.277935357,0.54260102
0.318402935,0.728947696,0.569195972,0.789035973,0.83019658,0.842934859,0.414644149,0.421273396,0.92626588,0.661763595,0.52191368
0.080467184,0.542186954,0.35600726,0.98743499,0.013655406,0.612180873,0.723623094,0.288906771,0.973641518,0.859536627,0.367726685
0.915652841,0.019232059,0.569872151,0.294650242,0.849028635,0.632849657,0.538877004,0.11458817,0.540222805,0.631904146,0.762733629
0.955912309,0.58505101,0.967400602,0.961606116,0.650200336,0.505907984,0.466021744,0.890378561,0.028256683,0.113808198,0.06722904
0.102071729,0.756935325,0.339651024,0.637968545,0.603782904,0.38582797,0.531567722,0.645138534,0.94095033,0.575634073,0.035538473
0.614367512,0.067855818,0.952215815,0.528081928,0.80127342,0.050291063,0.420910136,0.256975459,0.266975899,0.79145373,0.42025934
0.623866725,0.439745312,0.01058574,0.964927943,0.962023253,0.21755221,0.041346372,0.530199363,0.951410815,0.910395846,0.89669425
0.584662864,0.303548851,0.329960884,0.897913551,0.491784036,0.131116229,0.248425476,0.276794901,0.123546685,0.463044382,0.277569351
0.916050908,0.668782543,0.072473924,0.005494818,0.276247667,0.362692935,0.776749669,0.967005524,0.387567173,0.68669003,0.172309325
0.994901907,0.745666584,0.636189549,0.078074854,0.323215201,0.913392158,0.201005482,0.843590359,0.696323685,0.366324371,0.928208394
0.52917427,0.542806469,0.714053785,0.516555941,0.13307599,0.773454672,0.406272497,0.96309389,0.283513782,0.26307878,0.168223255
0.333507396,0.572317016,0.89486974,0.17628164,0.279678798,0.581679843,0.454334242,0.447322887,0.820734262,0.923878303,0.374840537
0.481306966,0.687351795,0.801058711,0.51836641,0.294316409,0.638084598,0.5851091,0.90156282,0.052407037,0.910131387,0.72901551
0.534432028,0.015676116,0.344702179,0.724333564,0.488433088,0.980159037,0.422610074,0.32663523,0.821671934,0.547906699,0.260924008
0.682326579,0.805702338,0.671427546,0.422407495,0.124796448,0.580248167,0.897433327,0.418892427,0.910725235,0.50352782,0.229849528
0.620841562,0.832988476,0.56459711,0.090969339,0.980979401,0.245849302,0.710505329,0.505113439,0.478772637,0.243940819,0.397667234
0.722150766,0.112788265,0.990453309,0.845373537,0.53450894,0.424552956,0.286464632,0.501591471,0.879417462,0.275006401,0.787364815
0.500537459,0.234549902,0.337149114,0.190260509,0.990539194,0.571497446,0.732815124,0.098249913,0.36611755,0.892639803,0.910983353
0.084438326,0.165483228,0.62541761,0.622788994,0.838227044,0.935492764,0.141986475,0.259373819,0.427461406,0.000903286,0.031292528
0.069814303,0.226491278,0.481101964,0.251522738,0.876681892,0.324272876,0.924622812,0.974787261,0.449861534,0.227128817,0.165108127
0.291666133,0.776333682,0.273349708,0.380582868,0.478575858,0.575111116,0.99610044,0.232209755,0.353423703,0.262891177,0.958601289
0.361113437,0.100804517,0.359809767,0.887865031,0.298589848,0.37193478,0.944474164,0.728378996,0.516738715,0.777192728,0.592791292
0.123179649,0.464490353,0.118236129,0.233618145,0.14186726,0.361801239,0.38163932,0.947308582,0.264125731,0.472428845,0.551410269
0.811379404,0.815617586,0.750343187,0.287833762,0.494971619,0.186211595,0.188399523,0.435841213,0.738592221,0.52658426,0.813543679
0.886683221,0.830908798,0.031605443,0.568419043,0.609161264,0.961575144,0.023236627,0.531103771,0.204781362,0.053662906,0.039783298
0.587488525,0.772604144,0.774865449,0.03028841,0.4069464,0.044509627,0.247838647,0.192880703,0.215182579,0.339118414,0.013836251
0.277418042,0.962279911,0.35240712,0.894172515,0.181041672,0.763746867,0.061345536,0.462761229,0.00551044,0.810290763,0.96749405
0.950486036,0.035107371,0.933846361,0.773853891,0.358861579,0.908876551,0.296257271,0.409295312,0.096711262,0.656938962,0.828570686
0.029600829,0.484905275,0.68319185,0.821237601,0.14994139,0.754090366,0.719077024,0.559570534,0.584644598,0.091270721,0.747381782
0.600471043,0.381522207,0.867580851,0.313098882,0.576595077,0.4265714,0.876261938,0.253916667,0.07880236,0.748655721,0.15570077
0.412896617,0.589098359,0.026389332,0.952109791,0.877618377,0.623867901,0.017029842,0.377976474,0.978796538,0.681330359,0.476603923
0.160987861,0.460596749,0.966737744,0.534708174,0.024614528,0.619772084,0.271216531,0.098845952,0.402908445,0.558523097,0.937293539
0.017040718,0.559046809,0.511203147,0.793908383,0.423549817,0.55345043,0.742009304,0.897145872,0.380034576,0.601633496,0.933599596
0.694610903,0.043270676,0.800760508,0.377430185,0.670238941,0.471664066,0.702339143,0.724330979,0.191571013,0.662174234,0.009247107
0.851323438,0.235567201,0.75818347,0.633825113,0.955126034,0.260246577,0.154277778,0.312121015,0.257958778,0.75683276,0.752491409
0.733109304,0.669684901,0.216379114,0.861806807,0.956571556,0.531605818,0.649372731,0.500692099,0.283557715,0.286147604,0.006237766
0.313420523,0.190850004,0.901923633,0.858398134,0.461639361,0.367251413,0.939078357,0.222373469,0.553541959,0.054498156,0.984301728
0.191202197,0.604026933,0.662183653,0.580995819,0.869601416,0.993405221,0.763861842,0.465091784,0.833934669,0.120387394,0.416967202
0.683270696,0.518337787,0.178065886,0.972933617,0.33843742,0.615423406,0.878594238,0.506688844,0.11513785,0.818739084,0.973518758
0.353213767,0.983066869,0.883825446,0.853449333,0.356253178,0.757129778,0.986329063,0.526321612,0.470732155,0.014665821,0.367746809
0.700203769,0.858477569,0.247457186,0.315024577,0.500677021,0.072080157,0.089642476,0.421110759,0.261218953,0.406037303,0.293187291
0.454386298,0.976273397,0.94425982,0.139730152,0.882585974,0.080206662,0.50763547,0.1639099,0.365892145,0.743340226,0.316291964
0.424505479,0.806951288,0.718815711,0.942839446,0.534156021,0.802147954,0.322907106,0.345745845,0.400510464,0.410915734,0.730679067
0.103253221,0.519098939,0.096803219,0.889762136,0.061844783,0.44969443,0.284694066,0.154869416,0.783836691,0.714932399,0.199672834
0.14594789,0.632765641,0.792555167,0.77333222,0.092279598,0.685512719,0.716023921,0.862166267,0.508044339,0.461094,0.864057692
0.965116325,0.796512256,0.558730991,0.330617071,0.845237996,0.455436389,0.092685192,0.454904273,0.871968396,0.448282147,0.590572694
0.014349148,0.611485324,0.995830003,0.817248584,0.617237947,0.914398887,0.813581682,0.498639353,0.591220285,0.731292809,0.969911026
0.846426164,0.058176402,0.774803857,0.44750344,0.66079856,0.764633011,0.539501925,0.158514851,0.409526832,0.076872994,0.987084903
0.689300691,0.953706182,0.795252812,0.389786423,0.584291496,0.304200676,0.5410456,0.300726906,0.738324757,0.259341508,0.185182001
0.96402039,0.661948732,0.068777848,0.010777764,0.997046344,0.220505578,0.312562748,0.208414014,0.928101772,0.65201286,0.955782054
0.504386324,0.557650814,0.317872847,0.614175002,0.419600363,0.199228146,0.6566051,0.373840569,0.785066379,0.415394958,0.046538486
0.508271375,0.787466479,0.447878093,0.966221135,0.793028667,0.826430405,0.953920467,0.388850629,0.580080264,0.693591741,0.027863724
0.673458484,0.952936795,0.288348634,0.291361529,0.918004402,0.799305642,0.203356624,0.570046878,0.745763734,0.35303639,0.943864577
0.434382251,0.575396612,0.467108558,0.75304239,0.005938754,0.434632524,0.337581375,0.609164053,0.775958442,0.076145162,0.962396737
0.158059734,0.665081624,0.738402441,0.588201777,0.982803349,0.499461489,0.136292335,0.68629106,0.602075522,0.590421475,0.147247673
0.545853635,0.93909571,0.129156397,0.073197299,0.154117169,0.24499021,0.592946319,0.612425249,0.232601877,0.489225499,0.442415815
0.482061853,0.453110766,0.803545295,0.47169307,0.758365496,0.166481132,0.531967344,0.824104776,0.177716584,0.464922169,0.494092528
0.609079316,0.184774575,0.756765606,0.078996248,0.946415509,0.468221494,0.336123086,0.116807007,0.432596643,0.659804029,0.860281237
0.094487279,0.306269095,0.836017583,0.646181026,0.206373012,0.160909796,0.904485026,0.287020221,0.179500169,0.999964019,0.627917243
0.309191828,0.124740188,0.46175763,0.43434511,0.926802476,0.134204947,0.091136406,0.092978671,0.904287466,0.449369178,0.774566424
0.150606528,0.593830098,0.537623356,0.198406748,0.603038139,0.340231234,0.238370768,0.510400611,0.291649262,0.222139922,0.485096845
0.879722408,0.155762577,0.280589977,0.38613838,0.27363831,0.210710643,0.771146097,0.329016159,0.112512958,0.540895162,0.648413702
0.125488497,0.357519607,0.881826762,0.369161195,0.632508974,0.514625536,0.137724846,0.649069598,0.856034997,0.093212474,0.73540936
0.753680089,0.690211282,0.866660575,0.104091932,0.305695379,0.694291487,0.022017979,0.734075678,0.857978579,0.453304052,0.737881284
0.434329903,0.278468962,0.00505187,0.186303517,0.979864118,0.867286077,0.266504639,0.963748857,0.367712616,0.297585375,0.001737827
0.152807635,0.90161107,0.986992491,0.327411404,0.703430423,0.33530341,0.104990739,0.392692307,0.551569961,0.123016759,0.099908074
0.818272775,0.497363117,0.234382953,0.592759579,0.793259306,0.327624349,0.701476324,0.42785918,0.964051169,0.770940087,0.363660441
0.356350903,0.017747959,0.657519895,0.197872159,0.121879176,0.931776451,0.99994897,0.269888821,0.301768552,0.164988939,0.061197447
0.457684776,0.86584376,0.701505952,0.846331558,0.228481656,0.730456067,0.918526628,0.281416114,0.690653544,0.400657412,0.382989702
0.290226645,0.969623469,0.34863323,0.107849681,0.38858921,0.447678291,0.752210825,0.949914267,0.817056984,0.930941311,0.389566848
0.47506013,0.719316568,0.309049585,0.069587109,0.365473525,0.697915228,0.27462211,0.861405896,0.79077285,0.194042549,0.920233537
0.330836762,0.825302618,0.24393779,0.331602146,0.343066932,0.801042028,0.037030266,0.073786983,0.578451548,0.397111991,0.567071855
0.63288532,0.266461276,0.909582677,0.760941887,0.067746221,0.783905477,0.969582372,0.942435621,0.735483798,0.123593753,0.706351281
0.576076766,0.284232729,0.970212944,0.717485725,0.61076559,0.695088043,0.437979129,0.372736751,0.935799579,0.331927135,0.887198682
0.041436132,0.400840154,0.790340353,0.648468358,0.962170775,0.106201868,0.911546302,0.368849194,0.474002585,0.428482154,0.442129321
0.116452281,0.247796456,0.742271569,0.023007542,0.133887774,0.025210169,0.857388057,0.617324828,0.169928662,0.768772223,0.001962145
0.966800597,0.934560375,0.921547548,0.007810215,0.589013489,0.256632617,0.564647214,0.318030289,0.153666543,0.444493723,0.285336025
0.495096327,0.989765507,0.042387884,0.301155199,0.851893845,0.659695498,0.826683032,0.660290919,0.759536309,0.49292175,0.8141587
0.204877693,0.810003861,0.567820655,0.139505194,0.804894027,0.95858591,0.346163873,0.293512252,0.081775178,0.664491226,0.90184117
0.958961618,0.13599269,0.485159631,0.098238185,0.034109904,0.664501051,0.867687175,0.337570536,0.875765174,0.117053099,0.351509581
0.237960682,0.901606727,0.508509894,0.608192384,0.038018233,0.12838991,0.055790813,0.90500074,0.134794964,0.849672827,0.293991253
0.351034699,0.800597496,0.365043547,0.26768404,0.093660701,0.280706591,0.471479717,0.817508799,0.452514955,0.971435575,0.924505211
0.541633011,0.02494563,0.4153673,0.688899107,0.234291646,0.698629951,0.503697305,0.025737776,0.774352949,0.560373704,0.351073736
0.082493503,0.475214033,0.287292882,0.879681543,0.284927053,0.941687071,0.546132749,0.32361371,0.813545017,0.697400378,0.652245188
